ENA.Accession.Number,Isolate,Lane.accession,Sequecning Status,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERS1995244,24742_1#362,ERS1995244,Newly sequenced,2009,R,R,R,,,,R,R,R,R,R,R
ERS1995247,24742_1#363,ERS1995247,Newly sequenced,2009,R,R,R,,,,R,R,S,R,R,S
ERS1995249,24742_1#364,ERS1995249,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995251,24742_1#365,ERS1995251,Newly sequenced,2009,R,R,R,,,,R,R,S,S,S,S
ERS1995257,24742_1#366,ERS1995257,Newly sequenced,2009,R,R,R,,,,R,R,S,S,R,R
ERS1995261,24742_1#367,ERS1995261,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995263,24742_1#368,ERS1995263,Newly sequenced,2017,S,S,R,,,,S,R,S,S,S,S
ERS1995289,24742_1#369,ERS1995289,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995292,24742_1#370,ERS1995292,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995295,24742_1#372,ERS1995295,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995266,24742_1#373,ERS1995266,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995267,24742_1#374,ERS1995267,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995271,24742_1#375,ERS1995271,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995278,24742_1#376,ERS1995278,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995283,24742_1#377,ERS1995283,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995284,24742_1#378,ERS1995284,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995285,24742_1#379,ERS1995285,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995299,24742_1#381,ERS1995299,Newly sequenced,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995300,24742_1#382,ERS1995300,Newly sequenced,2017,S,S,R,,,,S,S,S,R,S,S
ERS1994926,24742_1#3,ERS1994926,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994996,24742_1#47,ERS1994996,Newly sequenced,,S,S,R,,,,S,S,S,S,R,S
ERS1994929,24742_1#4,ERS1994929,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,R
ERS1995013,24742_1#53,ERS1995013,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995020,24742_1#57,ERS1995020,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995022,24742_1#58,ERS1995022,Newly sequenced,2008,R,R,R,,,,R,R,R,R,R,S
ERS1994930,24742_1#5,ERS1994930,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,R
ERS1994931,24742_1#6,ERS1994931,Newly sequenced,2008,R,R,R,,,,R,R,S,S,R,S
ERS1994933,24742_1#7,ERS1994933,Newly sequenced,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995057,24742_1#89,ERS1995057,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1994937,24742_1#8,ERS1994937,Newly sequenced,2017,S,S,R,,,,R,S,S,S,S,S
ERS1995058,24742_1#90,ERS1995058,Newly sequenced,,S,S,S,,,,S,S,R,R,S,S
ERS1995060,24742_1#91,ERS1995060,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995061,24742_1#92,ERS1995061,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995062,24742_1#93,ERS1995062,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995064,24742_1#94,ERS1995064,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995065,24742_1#95,ERS1995065,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995066,24742_1#96,ERS1995066,Newly sequenced,,S,S,S,,,,S,S,S,S,S,S
ERS1995067,24742_1#97,ERS1995067,Newly sequenced,,S,S,S,,,,S,S,S,R,S,S
ERS1995068,24742_1#98,ERS1995068,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1995069,24742_1#99,ERS1995069,Newly sequenced,,S,S,R,,,,S,S,S,S,S,S
ERS1994939,24742_1#9,ERS1994939,Newly sequenced,2017,S,S,R,,,,S,S,S,S,S,S
